Time,Y_1,Y_2,X_1,X_2,U_1,U_2
605.0,0.29153007,0.36128575,0.29153007,0.36128575,0.097252846,0.04392462
606.0,0.27763224,0.35895848,0.27763224,0.35895848,0.097252846,0.04392462
607.0,0.26425207,0.3561986,0.26425207,0.3561986,0.097252846,0.04392462
608.0,0.25138247,0.35302758,0.25138247,0.35302758,0.097252846,0.04392462
609.0,0.23901612,0.34946668,0.23901612,0.34946668,0.097252846,0.04392462
610.0,0.22714543,0.3455369,0.22714543,0.3455369,0.097252846,0.04392462
611.0,0.2157626,0.34125897,0.2157626,0.34125897,0.097252846,0.04392462
612.0,0.20485945,0.3366535,0.20485945,0.3366535,0.097252846,0.04392462
613.0,0.1944276,0.33174086,0.1944276,0.33174086,0.097252846,0.04392462
614.0,0.18445832,0.3265413,0.18445832,0.3265413,0.097252846,0.04392462
615.0,0.17494263,0.32107487,0.17494263,0.32107487,0.097252846,0.04392462
616.0,0.16587122,0.31536156,0.16587122,0.31536156,0.097252846,0.04392462
617.0,0.1572345,0.30942112,0.1572345,0.30942112,0.097252846,0.04392462
618.0,0.1490226,0.30327332,0.1490226,0.30327332,0.097252846,0.04392462
619.0,0.14122528,0.29693767,0.14122528,0.29693767,0.097252846,0.04392462
620.0,0.13383205,0.29043362,0.13383205,0.29043362,0.097252846,0.04392462
621.0,0.12683216,0.2837805,0.12683216,0.2837805,0.097252846,0.04392462
622.0,0.12021449,0.27699742,0.12021449,0.27699742,0.097252846,0.04392462
623.0,0.113967724,0.27010342,0.113967724,0.27010342,0.097252846,0.04392462
624.0,0.10808027,0.26311725,0.10808027,0.26311725,0.097252846,0.04392462
625.0,0.10254026,0.25605753,0.10254026,0.25605753,0.097252846,0.04392462
626.0,0.09733566,0.24894263,0.09733566,0.24894263,0.097252846,0.04392462
627.0,0.09245419,0.24179062,0.09245419,0.24179062,0.097252846,0.04392462
628.0,0.08788343,0.23461926,0.08788343,0.23461926,0.097252846,0.04392462
629.0,0.08361083,0.22744596,0.08361083,0.22744596,0.097252846,0.04392462
630.0,0.07962374,0.22028774,0.07962374,0.22028774,0.097252846,0.04392462
631.0,0.07590941,0.21316117,0.07590941,0.21316117,0.097252846,0.04392462
632.0,0.07245512,0.20608231,0.07245512,0.20608231,0.097252846,0.04392462
633.0,0.069248155,0.1990667,0.069248155,0.1990667,0.097252846,0.04392462
634.0,0.06627586,0.1921292,0.06627586,0.1921292,0.097252846,0.04392462
635.0,0.06352569,0.18528406,0.06352569,0.18528406,0.097252846,0.04392462
636.0,0.060985286,0.1785448,0.060985286,0.1785448,0.097252846,0.04392462
637.0,0.05864248,0.17192417,0.05864248,0.17192417,0.097252846,0.04392462
638.0,0.056485362,0.1654341,0.056485362,0.1654341,0.097252846,0.04392462
639.0,0.05450231,0.15908565,0.05450231,0.15908565,0.097252846,0.04392462
640.0,0.052682042,0.15288897,0.052682042,0.15288897,0.097252846,0.04392462
641.0,0.051013645,0.14685328,0.051013645,0.14685328,0.097252846,0.04392462
642.0,0.04948661,0.14098686,0.04948661,0.14098686,0.097252846,0.04392462
643.0,0.048090857,0.13529693,0.048090857,0.13529693,0.097252846,0.04392462
644.0,0.04681674,0.12978978,0.04681674,0.12978978,0.097252846,0.04392462
645.0,0.045655105,0.124470666,0.045655105,0.124470666,0.097252846,0.04392462
646.0,0.04459725,0.11934385,0.04459725,0.11934385,0.097252846,0.04392462
647.0,0.04363497,0.11441258,0.04363497,0.11441258,0.097252846,0.04392462
648.0,0.042760536,0.10967918,0.042760536,0.10967918,0.097252846,0.04392462
649.0,0.041966707,0.105144985,0.041966707,0.105144985,0.097252846,0.04392462
650.0,0.041246705,0.10081043,0.041246705,0.10081043,0.097252846,0.04392462
651.0,0.040594216,0.09667508,0.040594216,0.09667508,0.097252846,0.04392462
652.0,0.040003385,0.092737675,0.040003385,0.092737675,0.097252846,0.04392462
653.0,0.03946877,0.08899615,0.03946877,0.08899615,0.097252846,0.04392462
654.0,0.038985346,0.085447736,0.038985346,0.085447736,0.097252846,0.04392462
655.0,0.038548492,0.08208899,0.038548492,0.08208899,0.097252846,0.04392462
656.0,0.03815394,0.07891585,0.03815394,0.07891585,0.097252846,0.04392462
657.0,0.037797786,0.07592371,0.037797786,0.07592371,0.097252846,0.04392462
658.0,0.037476446,0.07310748,0.037476446,0.07310748,0.097252846,0.04392462
659.0,0.037186645,0.070461646,0.037186645,0.070461646,0.097252846,0.04392462
660.0,0.03692539,0.06798034,0.03692539,0.06798034,0.097252846,0.04392462
661.0,0.036689963,0.06565739,0.036689963,0.06565739,0.097252846,0.04392462
662.0,0.036477875,0.0634864,0.036477875,0.0634864,0.097252846,0.04392462
663.0,0.03628687,0.0614608,0.03628687,0.0614608,0.097252846,0.04392462
664.0,0.0361149,0.0595739,0.0361149,0.0595739,0.097252846,0.04392462
665.0,0.03596011,0.057818953,0.03596011,0.057818953,0.097252846,0.04392462
666.0,0.035820816,0.056189194,0.035820816,0.056189194,0.097252846,0.04392462
667.0,0.03569549,0.054677907,0.03569549,0.054677907,0.097252846,0.04392462
668.0,0.035582747,0.053278435,0.035582747,0.053278435,0.097252846,0.04392462
669.0,0.03548135,0.05198425,0.03548135,0.05198425,0.097252846,0.04392462
670.0,0.035390165,0.05078897,0.035390165,0.05078897,0.097252846,0.04392462
671.0,0.03530818,0.04968639,0.03530818,0.04968639,0.097252846,0.04392462
672.0,0.03523447,0.048670508,0.03523447,0.048670508,0.097252846,0.04392462
673.0,0.03516821,0.047735546,0.03516821,0.047735546,0.097252846,0.04392462
674.0,0.035108652,0.046875965,0.035108652,0.046875965,0.097252846,0.04392462
675.0,0.035055123,0.046086464,0.035055123,0.046086464,0.097252846,0.04392462
676.0,0.03500702,0.045362014,0.03500702,0.045362014,0.097252846,0.04392462
677.0,0.03496379,0.04469784,0.03496379,0.04469784,0.097252846,0.04392462
678.0,0.034924947,0.044089433,0.034924947,0.044089433,0.097252846,0.04392462
679.0,0.034890044,0.04353254,0.034890044,0.04353254,0.097252846,0.04392462
680.0,0.034858685,0.04302317,0.034858685,0.04302317,0.097252846,0.04392462
681.0,0.034830514,0.042557582,0.034830514,0.042557582,0.097252846,0.04392462
682.0,0.034805205,0.04213229,0.034805205,0.04213229,0.097252846,0.04392462
683.0,0.03478247,0.041744024,0.03478247,0.041744024,0.097252846,0.04392462
684.0,0.034762044,0.041389763,0.034762044,0.041389763,0.097252846,0.04392462
685.0,0.034743696,0.041066695,0.034743696,0.041066695,0.097252846,0.04392462
686.0,0.034727216,0.04077221,0.034727216,0.04077221,0.097252846,0.04392462
687.0,0.034712415,0.0405039,0.034712415,0.0405039,0.097252846,0.04392462
688.0,0.03469912,0.040259533,0.03469912,0.040259533,0.097252846,0.04392462
689.0,0.034687176,0.040037066,0.034687176,0.040037066,0.097252846,0.04392462
690.0,0.034676448,0.039834604,0.034676448,0.039834604,0.097252846,0.04392462
691.0,0.034666814,0.039650403,0.034666814,0.039650403,0.097252846,0.04392462
692.0,0.03465816,0.039482877,0.03465816,0.039482877,0.097252846,0.04392462
693.0,0.03465039,0.03933055,0.03465039,0.03933055,0.097252846,0.04392462
694.0,0.034643408,0.039192084,0.034643408,0.039192084,0.097252846,0.04392462
695.0,0.034637142,0.039066244,0.034637142,0.039066244,0.097252846,0.04392462
696.0,0.03463151,0.03895191,0.03463151,0.03895191,0.097252846,0.04392462
697.0,0.034626454,0.03884805,0.034626454,0.03884805,0.097252846,0.04392462
698.0,0.034621913,0.038753722,0.034621913,0.038753722,0.097252846,0.04392462
699.0,0.034617834,0.038668063,0.034617834,0.038668063,0.097252846,0.04392462
700.0,0.034614176,0.038590297,0.034614176,0.038590297,0.13857552,0.14028566
701.0,0.036595676,0.039777696,0.036595676,0.039777696,0.13857552,0.14028566
702.0,0.03838037,0.041038886,0.03838037,0.041038886,0.13857552,0.14028566
703.0,0.039991785,0.04234637,0.039991785,0.04234637,0.13857552,0.14028566
704.0,0.041449774,0.04367884,0.041449774,0.04367884,0.13857552,0.14028566
705.0,0.042771302,0.045019735,0.042771302,0.045019735,0.13857552,0.14028566
706.0,0.043970976,0.04635621,0.043970976,0.04635621,0.13857552,0.14028566
707.0,0.04506149,0.04767828,0.04506149,0.04767828,0.13857552,0.14028566
708.0,0.046053935,0.048978277,0.046053935,0.048978277,0.13857552,0.14028566
709.0,0.04695805,0.05025033,0.04695805,0.05025033,0.13857552,0.14028566
710.0,0.047782443,0.051490013,0.047782443,0.051490013,0.13857552,0.14028566
711.0,0.048534747,0.05269406,0.048534747,0.05269406,0.13857552,0.14028566
712.0,0.049221758,0.053860124,0.049221758,0.053860124,0.13857552,0.14028566
713.0,0.04984954,0.05498661,0.04984954,0.05498661,0.13857552,0.14028566
714.0,0.050423525,0.056072533,0.050423525,0.056072533,0.13857552,0.14028566
715.0,0.050948594,0.057117373,0.050948594,0.057117373,0.13857552,0.14028566
716.0,0.051429134,0.058121018,0.051429134,0.058121018,0.13857552,0.14028566
717.0,0.05186911,0.059083663,0.05186911,0.059083663,0.13857552,0.14028566
718.0,0.052272093,0.060005758,0.052272093,0.060005758,0.13857552,0.14028566
719.0,0.05264132,0.060887948,0.05264132,0.060887948,0.13857552,0.14028566
720.0,0.052979726,0.06173104,0.052979726,0.06173104,0.13857552,0.14028566
721.0,0.053289965,0.06253597,0.053289965,0.06253597,0.13857552,0.14028566
722.0,0.053574458,0.06330376,0.053574458,0.06330376,0.13857552,0.14028566
723.0,0.053835396,0.064035505,0.053835396,0.064035505,0.13857552,0.14028566
724.0,0.054074787,0.06473235,0.054074787,0.06473235,0.13857552,0.14028566
725.0,0.05429445,0.065395474,0.05429445,0.065395474,0.13857552,0.14028566
726.0,0.05449604,0.066026084,0.05449604,0.066026084,0.13857552,0.14028566
727.0,0.054681078,0.06662538,0.054681078,0.06662538,0.13857552,0.14028566
728.0,0.05485095,0.06719458,0.05485095,0.06719458,0.13857552,0.14028566
729.0,0.055006918,0.0677349,0.055006918,0.0677349,0.13857552,0.14028566
730.0,0.055150133,0.068247505,0.055150133,0.068247505,0.13857552,0.14028566
731.0,0.055281658,0.06873358,0.055281658,0.06873358,0.13857552,0.14028566
732.0,0.055402458,0.06919428,0.055402458,0.06919428,0.13857552,0.14028566
733.0,0.05551342,0.06963071,0.05551342,0.06963071,0.13857552,0.14028566
734.0,0.055615347,0.07004398,0.055615347,0.07004398,0.13857552,0.14028566
735.0,0.05570899,0.07043515,0.05570899,0.07043515,0.13857552,0.14028566
736.0,0.05579502,0.07080525,0.05579502,0.07080525,0.13857552,0.14028566
737.0,0.05587407,0.07115528,0.05587407,0.07115528,0.13857552,0.14028566
738.0,0.055946704,0.07148619,0.055946704,0.07148619,0.13857552,0.14028566
739.0,0.05601345,0.07179893,0.05601345,0.07179893,0.13857552,0.14028566
740.0,0.056074787,0.07209438,0.056074787,0.07209438,0.13857552,0.14028566
741.0,0.056131154,0.07237341,0.056131154,0.07237341,0.13857552,0.14028566
742.0,0.056182962,0.07263684,0.056182962,0.07263684,0.13857552,0.14028566
743.0,0.056230575,0.072885476,0.056230575,0.072885476,0.13857552,0.14028566
744.0,0.05627434,0.07312006,0.05627434,0.07312006,0.13857552,0.14028566
745.0,0.056314565,0.073341325,0.056314565,0.073341325,0.13857552,0.14028566
746.0,0.05635154,0.07354998,0.05635154,0.07354998,0.13857552,0.14028566
747.0,0.056385525,0.073746674,0.056385525,0.073746674,0.13857552,0.14028566
748.0,0.056416765,0.07393205,0.056416765,0.07393205,0.13857552,0.14028566
749.0,0.056445483,0.07410671,0.056445483,0.07410671,0.13857552,0.14028566
750.0,0.05647188,0.07427123,0.05647188,0.07427123,0.13857552,0.14028566
751.0,0.05649615,0.07442617,0.05649615,0.07442617,0.13857552,0.14028566
752.0,0.056518458,0.074572034,0.056518458,0.074572034,0.13857552,0.14028566
753.0,0.05653897,0.07470933,0.05653897,0.07470933,0.13857552,0.14028566
754.0,0.056557823,0.07483854,0.056557823,0.07483854,0.13857552,0.14028566
755.0,0.05657516,0.07496011,0.05657516,0.07496011,0.13857552,0.14028566
756.0,0.056591097,0.07507446,0.056591097,0.07507446,0.13857552,0.14028566
757.0,0.05660575,0.075182,0.05660575,0.075182,0.13857552,0.14028566
758.0,0.056619216,0.07528311,0.056619216,0.07528311,0.13857552,0.14028566
759.0,0.056631602,0.075378165,0.056631602,0.075378165,0.13857552,0.14028566
760.0,0.056642987,0.0754675,0.056642987,0.0754675,0.13857552,0.14028566
761.0,0.056653455,0.07555144,0.056653455,0.07555144,0.13857552,0.14028566
762.0,0.05666308,0.075630315,0.05666308,0.075630315,0.13857552,0.14028566
763.0,0.05667193,0.075704396,0.05667193,0.075704396,0.13857552,0.14028566
764.0,0.056680065,0.07577398,0.056680065,0.07577398,0.13857552,0.14028566
765.0,0.056687545,0.07583931,0.056687545,0.07583931,0.13857552,0.14028566
766.0,0.056694422,0.07590065,0.056694422,0.07590065,0.13857552,0.14028566
767.0,0.056700747,0.07595822,0.056700747,0.07595822,0.13857552,0.14028566
768.0,0.056706563,0.07601226,0.056706563,0.07601226,0.13857552,0.14028566
769.0,0.05671191,0.07606297,0.05671191,0.07606297,0.13857552,0.14028566
770.0,0.056716822,0.07611055,0.056716822,0.07611055,0.13857552,0.14028566
771.0,0.05672134,0.07615518,0.05672134,0.07615518,0.13857552,0.14028566
772.0,0.0567255,0.07619704,0.0567255,0.07619704,0.13857552,0.14028566
773.0,0.056729317,0.0762363,0.056729317,0.0762363,0.13857552,0.14028566
774.0,0.05673283,0.07627311,0.05673283,0.07627311,0.13857552,0.14028566
775.0,0.05673606,0.076307625,0.05673606,0.076307625,0.13857552,0.14028566
776.0,0.05673903,0.07633998,0.05673903,0.07633998,0.13857552,0.14028566
777.0,0.05674176,0.07637031,0.05674176,0.07637031,0.13857552,0.14028566
778.0,0.05674427,0.07639873,0.05674427,0.07639873,0.13857552,0.14028566
779.0,0.05674658,0.07642536,0.05674658,0.07642536,0.13857552,0.14028566
780.0,0.0567487,0.07645031,0.0567487,0.07645031,0.13857552,0.14028566
781.0,0.05675065,0.07647368,0.05675065,0.07647368,0.13857552,0.14028566
782.0,0.056752447,0.07649558,0.056752447,0.07649558,0.13857552,0.14028566
783.0,0.056754097,0.07651609,0.056754097,0.07651609,0.13857552,0.14028566
784.0,0.056755614,0.07653529,0.056755614,0.07653529,0.13857552,0.14028566
785.0,0.05675701,0.07655328,0.05675701,0.07655328,0.13857552,0.14028566
786.0,0.056758292,0.076570116,0.056758292,0.076570116,0.13857552,0.14028566
787.0,0.056759473,0.07658588,0.056759473,0.07658588,0.13857552,0.14028566
788.0,0.056760557,0.07660063,0.056760557,0.07660063,0.13857552,0.14028566
789.0,0.056761555,0.07661445,0.056761555,0.07661445,0.13857552,0.14028566
790.0,0.05676247,0.07662737,0.05676247,0.07662737,0.13857552,0.14028566
791.0,0.056763314,0.07663947,0.056763314,0.07663947,0.13857552,0.14028566
792.0,0.05676409,0.07665079,0.05676409,0.07665079,0.13857552,0.14028566
793.0,0.056764804,0.07666138,0.056764804,0.07666138,0.13857552,0.14028566
794.0,0.05676546,0.07667129,0.05676546,0.07667129,0.13857552,0.14028566
795.0,0.05676606,0.076680556,0.05676606,0.076680556,0.13857552,0.14028566
796.0,0.056766614,0.07668923,0.056766614,0.07668923,0.13857552,0.14028566
797.0,0.056767125,0.076697335,0.056767125,0.076697335,0.13857552,0.14028566
798.0,0.056767594,0.07670492,0.056767594,0.07670492,0.13857552,0.14028566
799.0,0.056768022,0.07671201,0.056768022,0.07671201,0.13857552,0.14028566
800.0,0.05676841,0.076718636,0.05676841,0.076718636,0.07643346,0.04903209
801.0,0.053206105,0.07536416,0.053206105,0.07536416,0.07643346,0.04903209
802.0,0.049939595,0.07381971,0.049939595,0.07381971,0.07643346,0.04903209
803.0,0.04695267,0.07211547,0.04695267,0.07211547,0.07643346,0.04903209
804.0,0.044229038,0.07027998,0.044229038,0.07027998,0.07643346,0.04903209
805.0,0.041752428,0.068340056,0.041752428,0.068340056,0.07643346,0.04903209
806.0,0.03950668,0.0663209,0.03950668,0.0663209,0.07643346,0.04903209
807.0,0.037475858,0.06424598,0.037475858,0.06424598,0.07643346,0.04903209
808.0,0.035644315,0.062136985,0.035644315,0.062136985,0.07643346,0.04903209
809.0,0.03399683,0.06001387,0.03399683,0.06001387,0.07643346,0.04903209
810.0,0.032518633,0.05789476,0.032518633,0.05789476,0.07643346,0.04903209
811.0,0.031195562,0.055795923,0.031195562,0.055795923,0.07643346,0.04903209
812.0,0.03001413,0.0537318,0.03001413,0.0537318,0.07643346,0.04903209
813.0,0.028961468,0.051715028,0.028961468,0.051715028,0.07643346,0.04903209
814.0,0.028025493,0.04975645,0.028025493,0.04975645,0.07643346,0.04903209
815.0,0.027194891,0.047865137,0.027194891,0.047865137,0.07643346,0.04903209
816.0,0.026459137,0.046048496,0.026459137,0.046048496,0.07643346,0.04903209
817.0,0.025808487,0.044312328,0.025808487,0.044312328,0.07643346,0.04903209
818.0,0.025233984,0.042660944,0.025233984,0.042660944,0.07643346,0.04903209
819.0,0.024727432,0.04109726,0.024727432,0.04109726,0.07643346,0.04903209
820.0,0.02428137,0.03962293,0.02428137,0.03962293,0.07643346,0.04903209
821.0,0.023889026,0.038238462,0.023889026,0.038238462,0.07643346,0.04903209
822.0,0.023544298,0.036943376,0.023544298,0.036943376,0.07643346,0.04903209
823.0,0.023241695,0.0357363,0.023241695,0.0357363,0.07643346,0.04903209
824.0,0.02297629,0.034615137,0.02297629,0.034615137,0.07643346,0.04903209
825.0,0.022743689,0.033577163,0.022743689,0.033577163,0.07643346,0.04903209
826.0,0.022539973,0.032619175,0.022539973,0.032619175,0.07643346,0.04903209
827.0,0.022361666,0.031737573,0.022361666,0.031737573,0.07643346,0.04903209
828.0,0.022205677,0.030928494,0.022205677,0.030928494,0.07643346,0.04903209
829.0,0.02206928,0.030187884,0.02206928,0.030187884,0.07643346,0.04903209
830.0,0.02195006,0.029511586,0.02195006,0.029511586,0.07643346,0.04903209
831.0,0.021845896,0.028895412,0.021845896,0.028895412,0.07643346,0.04903209
832.0,0.021754913,0.028335202,0.021754913,0.028335202,0.07643346,0.04903209
833.0,0.021675467,0.027826885,0.021675467,0.027826885,0.07643346,0.04903209
834.0,0.021606112,0.027366495,0.021606112,0.027366495,0.07643346,0.04903209
835.0,0.021545582,0.026950229,0.021545582,0.026950229,0.07643346,0.04903209
836.0,0.021492759,0.026574455,0.021492759,0.026574455,0.07643346,0.04903209
837.0,0.021446673,0.026235735,0.021446673,0.026235735,0.07643346,0.04903209
838.0,0.02140647,0.025930827,0.02140647,0.025930827,0.07643346,0.04903209
839.0,0.021371404,0.025656708,0.021371404,0.025656708,0.07643346,0.04903209
840.0,0.021340821,0.025410552,0.021340821,0.025410552,0.07643346,0.04903209
841.0,0.021314152,0.025189748,0.021314152,0.025189748,0.07643346,0.04903209
842.0,0.021290896,0.024991881,0.021290896,0.024991881,0.07643346,0.04903209
843.0,0.021270618,0.024814734,0.021270618,0.024814734,0.07643346,0.04903209
844.0,0.02125294,0.02465627,0.02125294,0.02465627,0.07643346,0.04903209
845.0,0.021237528,0.024514632,0.021237528,0.024514632,0.07643346,0.04903209
846.0,0.02122409,0.024388125,0.02122409,0.024388125,0.07643346,0.04903209
847.0,0.021212379,0.02427521,0.021212379,0.02427521,0.07643346,0.04903209
848.0,0.02120217,0.024174487,0.02120217,0.024174487,0.07643346,0.04903209
849.0,0.02119327,0.024084695,0.02119327,0.024084695,0.07643346,0.04903209
850.0,0.021185514,0.024004688,0.021185514,0.024004688,0.07643346,0.04903209
851.0,0.021178752,0.023933439,0.021178752,0.023933439,0.07643346,0.04903209
852.0,0.021172859,0.023870016,0.021172859,0.023870016,0.07643346,0.04903209
853.0,0.021167723,0.023813585,0.021167723,0.023813585,0.07643346,0.04903209
854.0,0.021163246,0.023763394,0.021163246,0.023763394,0.07643346,0.04903209
855.0,0.021159345,0.023718772,0.021159345,0.023718772,0.07643346,0.04903209
856.0,0.021155944,0.023679117,0.021155944,0.023679117,0.07643346,0.04903209
857.0,0.02115298,0.023643887,0.02115298,0.023643887,0.07643346,0.04903209
858.0,0.021150399,0.023612594,0.021150399,0.023612594,0.07643346,0.04903209
859.0,0.021148147,0.023584811,0.021148147,0.023584811,0.07643346,0.04903209
860.0,0.021146186,0.023560151,0.021146186,0.023560151,0.07643346,0.04903209
861.0,0.021144476,0.023538265,0.021144476,0.023538265,0.07643346,0.04903209
862.0,0.021142986,0.02351885,0.021142986,0.02351885,0.07643346,0.04903209
863.0,0.021141687,0.023501629,0.021141687,0.023501629,0.07643346,0.04903209
864.0,0.021140555,0.023486357,0.021140555,0.023486357,0.07643346,0.04903209
865.0,0.02113957,0.023472818,0.02113957,0.023472818,0.07643346,0.04903209
866.0,0.021138709,0.023460817,0.021138709,0.023460817,0.07643346,0.04903209
867.0,0.02113796,0.02345018,0.02113796,0.02345018,0.07643346,0.04903209
868.0,0.021137308,0.023440758,0.021137308,0.023440758,0.07643346,0.04903209
869.0,0.021136738,0.02343241,0.021136738,0.02343241,0.07643346,0.04903209
870.0,0.021136243,0.023425017,0.021136243,0.023425017,0.07643346,0.04903209
871.0,0.02113581,0.023418467,0.02113581,0.023418467,0.07643346,0.04903209
872.0,0.021135435,0.023412671,0.021135435,0.023412671,0.07643346,0.04903209
873.0,0.021135107,0.02340754,0.021135107,0.02340754,0.07643346,0.04903209
874.0,0.021134822,0.023402996,0.021134822,0.023402996,0.07643346,0.04903209
875.0,0.021134572,0.023398975,0.021134572,0.023398975,0.07643346,0.04903209
876.0,0.021134354,0.023395417,0.021134354,0.023395417,0.07643346,0.04903209
877.0,0.021134164,0.023392268,0.021134164,0.023392268,0.07643346,0.04903209
878.0,0.021134,0.023389483,0.021134,0.023389483,0.07643346,0.04903209
879.0,0.021133857,0.023387019,0.021133857,0.023387019,0.07643346,0.04903209
880.0,0.02113373,0.02338484,0.02113373,0.02338484,0.07643346,0.04903209
881.0,0.021133622,0.023382913,0.021133622,0.023382913,0.07643346,0.04903209
882.0,0.021133527,0.023381209,0.021133527,0.023381209,0.07643346,0.04903209
883.0,0.021133443,0.023379704,0.021133443,0.023379704,0.07643346,0.04903209
884.0,0.02113337,0.023378372,0.02113337,0.023378372,0.07643346,0.04903209
885.0,0.02113331,0.023377195,0.02113331,0.023377195,0.07643346,0.04903209
886.0,0.021133253,0.023376154,0.021133253,0.023376154,0.07643346,0.04903209
887.0,0.021133205,0.023375235,0.021133205,0.023375235,0.07643346,0.04903209
888.0,0.021133164,0.023374423,0.021133164,0.023374423,0.07643346,0.04903209
889.0,0.021133129,0.023373704,0.021133129,0.023373704,0.07643346,0.04903209
890.0,0.021133097,0.023373071,0.021133097,0.023373071,0.07643346,0.04903209
891.0,0.021133069,0.02337251,0.021133069,0.02337251,0.07643346,0.04903209
892.0,0.021133045,0.023372017,0.021133045,0.023372017,0.07643346,0.04903209
893.0,0.021133024,0.02337158,0.021133024,0.02337158,0.07643346,0.04903209
894.0,0.021133006,0.023371194,0.021133006,0.023371194,0.07643346,0.04903209
895.0,0.021132989,0.02337085,0.021132989,0.02337085,0.07643346,0.04903209
896.0,0.021132976,0.023370551,0.021132976,0.023370551,0.07643346,0.04903209
897.0,0.021132963,0.023370285,0.021132963,0.023370285,0.07643346,0.04903209
898.0,0.021132953,0.02337005,0.021132953,0.02337005,0.07643346,0.04903209
899.0,0.021132944,0.023369843,0.021132944,0.023369843,0.07643346,0.04903209
900.0,0.02113295,0.02336967,0.02113295,0.02336967,0.35700983,0.3136871
901.0,0.034087706,0.032313477,0.034087706,0.032313477,0.35700983,0.3136871
902.0,0.045697447,0.041582547,0.045697447,0.041582547,0.35700983,0.3136871
903.0,0.056264624,0.05097532,0.056264624,0.05097532,0.35700983,0.3136871
904.0,0.06597461,0.060389977,0.06597461,0.060389977,0.35700983,0.3136871
905.0,0.07495568,0.069767304,0.07495568,0.069767304,0.35700983,0.3136871
906.0,0.08330312,0.07906997,0.08330312,0.07906997,0.35700983,0.3136871
907.0,0.0910911,0.0882732,0.0910911,0.0882732,0.35700983,0.3136871
908.0,0.0983793,0.09736,0.0983793,0.09736,0.35700983,0.3136871
909.0,0.105216965,0.10631855,0.105216965,0.10631855,0.35700983,0.3136871
910.0,0.11164554,0.11514051,0.11164554,0.11514051,0.35700983,0.3136871
911.0,0.11770045,0.12382009,0.11770045,0.12382009,0.35700983,0.3136871
912.0,0.12341233,0.13235328,0.12341233,0.13235328,0.35700983,0.3136871
913.0,0.12880802,0.14073747,0.12880802,0.14073747,0.35700983,0.3136871
914.0,0.13391116,0.14897107,0.13391116,0.14897107,0.35700983,0.3136871
915.0,0.1387428,0.1570533,0.1387428,0.1570533,0.35700983,0.3136871
916.0,0.14332183,0.164984,0.14332183,0.164984,0.35700983,0.3136871
917.0,0.14766516,0.1727635,0.14766516,0.1727635,0.35700983,0.3136871
918.0,0.15178819,0.18039252,0.15178819,0.18039252,0.35700983,0.3136871
919.0,0.15570487,0.18787208,0.15570487,0.18787208,0.35700983,0.3136871
920.0,0.15942796,0.19520347,0.15942796,0.19520347,0.35700983,0.3136871
921.0,0.16296913,0.20238818,0.16296913,0.20238818,0.35700983,0.3136871
922.0,0.1663391,0.20942783,0.1663391,0.20942783,0.35700983,0.3136871
923.0,0.16954781,0.21632421,0.16954781,0.21632421,0.35700983,0.3136871
924.0,0.17260437,0.22307919,0.17260437,0.22307919,0.35700983,0.3136871
925.0,0.17551725,0.22969471,0.17551725,0.22969471,0.35700983,0.3136871
926.0,0.17829433,0.23617281,0.17829433,0.23617281,0.35700983,0.3136871
927.0,0.18094294,0.24251555,0.18094294,0.24251555,0.35700983,0.3136871
928.0,0.18346989,0.24872504,0.18346989,0.24872504,0.35700983,0.3136871
929.0,0.18588156,0.2548034,0.18588156,0.2548034,0.35700983,0.3136871
930.0,0.18818389,0.2607528,0.18818389,0.2607528,0.35700983,0.3136871
931.0,0.1903825,0.2665754,0.1903825,0.2665754,0.35700983,0.3136871
932.0,0.19248258,0.27227333,0.19248258,0.27227333,0.35700983,0.3136871
933.0,0.19448908,0.27784884,0.19448908,0.27784884,0.35700983,0.3136871
934.0,0.19640662,0.283304,0.19640662,0.283304,0.35700983,0.3136871
935.0,0.19823954,0.28864104,0.19823954,0.28864104,0.35700983,0.3136871
936.0,0.19999193,0.29386204,0.19999193,0.29386204,0.35700983,0.3136871
937.0,0.20166768,0.29896915,0.20166768,0.29896915,0.35700983,0.3136871
938.0,0.20327045,0.30396453,0.20327045,0.30396453,0.35700983,0.3136871
939.0,0.20480366,0.3088502,0.20480366,0.3088502,0.35700983,0.3136871
940.0,0.20627059,0.31362826,0.20627059,0.31362826,0.35700983,0.3136871
941.0,0.20767431,0.31830078,0.20767431,0.31830078,0.35700983,0.3136871
942.0,0.20901777,0.32286975,0.20901777,0.32286975,0.35700983,0.3136871
943.0,0.21030371,0.3273372,0.21030371,0.3273372,0.35700983,0.3136871
944.0,0.21153478,0.3317051,0.21153478,0.3317051,0.35700983,0.3136871
945.0,0.21271347,0.3359754,0.21271347,0.3359754,0.35700983,0.3136871
946.0,0.21384214,0.34015003,0.21384214,0.34015003,0.35700983,0.3136871
947.0,0.21492302,0.34423086,0.21492302,0.34423086,0.35700983,0.3136871
948.0,0.21595827,0.3482198,0.21595827,0.3482198,0.35700983,0.3136871
949.0,0.21694991,0.3521187,0.21694991,0.3521187,0.35700983,0.3136871
950.0,0.21789986,0.35592934,0.21789986,0.35592934,0.35700983,0.3136871
951.0,0.21880998,0.35965353,0.21880998,0.35965353,0.35700983,0.3136871
952.0,0.21968201,0.36329305,0.21968201,0.36329305,0.35700983,0.3136871
953.0,0.22051759,0.36684957,0.22051759,0.36684957,0.35700983,0.3136871
