0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e-01,3.492970400463046854e-02,3.650589284996472693e-03
3.000000000000000000e+00,5.000000000000000000e-01,6.596097381702811790e-02,9.438546745124860166e-03
4.000000000000000000e+00,5.000000000000000000e-01,9.462959324172627584e-02,1.626119369859882480e-02
5.000000000000000000e+00,5.000000000000000000e-01,1.214810563216828093e-01,2.376603182878882226e-02
6.000000000000000000e+00,5.000000000000000000e-01,1.468293107716533430e-01,3.176273156107902590e-02
7.000000000000000000e+00,5.000000000000000000e-01,1.708852905754222606e-01,4.013006906911670973e-02
8.000000000000000000e+00,5.000000000000000000e-01,1.938031775842953552e-01,4.878358622441864023e-02
9.000000000000000000e+00,5.000000000000000000e-01,2.157019138041097184e-01,5.766096831643049980e-02
1.000000000000000000e+01,5.000000000000000000e-01,2.366767650712993665e-01,6.671437295613857899e-02
1.100000000000000000e+01,5.000000000000000000e-01,2.568061768168348746e-01,7.590597865158409119e-02
1.200000000000000000e+01,5.000000000000000000e-01,2.761561496550307138e-01,8.520520186675749341e-02
1.300000000000000000e+01,5.000000000000000000e-01,2.947831622139178709e-01,9.458687183214642413e-02
1.400000000000000000e+01,5.000000000000000000e-01,3.127362181605993219e-01,1.040299746440617457e-01
1.500000000000000000e+01,5.000000000000000000e-01,3.300583260344487901e-01,1.135167604600377939e-01
1.600000000000000000e+01,5.000000000000000000e-01,3.467875995249699028e-01,1.230320902274488204e-01
1.700000000000000000e+01,5.000000000000000000e-01,3.629580949340941443e-01,1.325629460457741771e-01
1.800000000000000000e+01,5.000000000000000000e-01,3.786004612826182059e-01,1.420980566880887808e-01
1.900000000000000000e+01,5.000000000000000000e-01,3.937424537145225445e-01,1.516276061040177647e-01
2.000000000000000000e+01,5.000000000000000000e-01,4.084093450543624382e-01,1.611430030038942529e-01
2.100000000000000000e+01,5.000000000000000000e-01,4.226242600945579464e-01,1.706366962463936598e-01
2.200000000000000000e+01,5.000000000000000000e-01,4.364084508116261585e-01,1.801020249725218403e-01
2.300000000000000000e+01,5.000000000000000000e-01,4.497815242012213610e-01,1.895330960493188666e-01
2.400000000000000000e+01,5.000000000000000000e-01,4.627616329841361398e-01,1.989246827160781328e-01
2.500000000000000000e+01,5.000000000000000000e-01,4.753656373116344480e-01,2.082721397919255479e-01
2.600000000000000000e+01,5.000000000000000000e-01,4.876092425017113929e-01,2.175713323465959803e-01
2.700000000000000000e+01,5.000000000000000000e-01,4.995071171776005459e-01,2.268185752650213882e-01
2.800000000000000000e+01,5.000000000000000000e-01,5.110729952615725713e-01,2.360105817003631257e-01
2.900000000000000000e+01,5.000000000000000000e-01,5.223197645428869773e-01,2.451444188437390814e-01
3.000000000000000000e+01,5.000000000000000000e-01,5.332595440076663973e-01,2.542174697594485333e-01
3.100000000000000000e+01,5.000000000000000000e-01,5.439037516986325871e-01,2.632274002832579174e-01
3.200000000000000000e+01,5.000000000000000000e-01,5.542631645477708036e-01,2.721721301735841592e-01
3.300000000000000000e+01,5.000000000000000000e-01,5.643479713576067258e-01,2.810498078580963011e-01
3.400000000000000000e+01,5.000000000000000000e-01,5.741678198922224308e-01,2.898587882381043479e-01
3.500000000000000000e+01,5.000000000000000000e-01,5.837318589369180355e-01,2.985976130968585607e-01
3.600000000000000000e+01,5.000000000000000000e-01,5.930487759298951334e-01,3.072649937556529709e-01
3.700000000000000000e+01,5.000000000000000000e-01,6.021268308087586174e-01,3.158597956560977860e-01
3.800000000000000000e+01,5.000000000000000000e-01,6.109738865039550104e-01,3.243810246184003487e-01
3.900000000000000000e+01,5.000000000000000000e-01,6.195974365345706669e-01,3.328278145506358143e-01
4.000000000000000000e+01,5.000000000000000000e-01,6.280046299881492100e-01,3.411994164327967760e-01
4.100000000000000000e+01,5.000000000000000000e-01,6.362022942664070646e-01,3.494951884072935999e-01
4.200000000000000000e+01,5.000000000000000000e-01,6.441969558037847765e-01,3.577145868485796520e-01
4.300000000000000000e+01,5.000000000000000000e-01,6.519948589750520496e-01,3.658571582955788548e-01
4.400000000000000000e+01,5.000000000000000000e-01,6.596019834349011735e-01,3.739225321429988091e-01
4.500000000000000000e+01,5.000000000000000000e-01,6.670240600379531148e-01,3.819104140088708244e-01
4.600000000000000000e+01,5.000000000000000000e-01,6.742665854055094332e-01,3.898205797067355038e-01
4.700000000000000000e+01,5.000000000000000000e-01,6.813348354110875249e-01,3.976528697482049068e-01
4.800000000000000000e+01,5.000000000000000000e-01,6.882338776488853282e-01,4.054071843258003072e-01
4.900000000000000000e+01,5.000000000000000000e-01,6.949685828612323091e-01,4.130834787277058440e-01
5.000000000000000000e+01,5.000000000000000000e-01,7.015436356115754002e-01,4.206817591341753260e-01
5.100000000000000000e+01,2.500000000000000000e-01,7.079635441676760399e-01,4.282020787626882874e-01
5.200000000000000000e+01,2.500000000000000000e-01,6.944688559168531450e-01,4.354106678298824140e-01
5.300000000000000000e+01,2.500000000000000000e-01,6.812941743886081758e-01,4.420888203030843844e-01
5.400000000000000000e+01,2.500000000000000000e-01,6.684348809668770874e-01,4.482583793307733933e-01
5.500000000000000000e+01,2.500000000000000000e-01,6.558863365511692356e-01,4.539402012204010184e-01
5.600000000000000000e+01,2.500000000000000000e-01,6.436438832258192244e-01,4.591542386654702268e-01
5.700000000000000000e+01,2.500000000000000000e-01,6.317028460193097050e-01,4.639196133541603206e-01
5.800000000000000000e+01,2.500000000000000000e-01,6.200585347620490850e-01,4.682546795439772591e-01
5.900000000000000000e+01,2.500000000000000000e-01,6.087062459764350786e-01,4.721770802061668326e-01
6.000000000000000000e+01,2.500000000000000000e-01,5.976412648237134917e-01,4.757037966716436972e-01
6.100000000000000000e+01,2.500000000000000000e-01,5.868588671131246270e-01,4.788511926445391809e-01
6.200000000000000000e+01,2.500000000000000000e-01,5.763543213640841545e-01,4.816350533602086204e-01
6.300000000000000000e+01,2.500000000000000000e-01,5.661228909232347561e-01,4.840706205027837661e-01
6.400000000000000000e+01,2.500000000000000000e-01,5.561598361291124615e-01,4.861726234325545182e-01
6.500000000000000000e+01,2.500000000000000000e-01,5.464604165211722764e-01,4.879553071776271955e-01
6.600000000000000000e+01,2.500000000000000000e-01,5.370198930926495251e-01,4.894324575703546398e-01
6.700000000000000000e+01,2.500000000000000000e-01,5.278335305796557630e-01,4.906174238760951933e-01
6.800000000000000000e+01,2.500000000000000000e-01,5.188965997831533894e-01,4.915231392014766665e-01
6.900000000000000000e+01,2.500000000000000000e-01,5.102043799178853645e-01,4.921621389380261280e-01
7.000000000000000000e+01,2.500000000000000000e-01,5.017521609824168172e-01,4.925465774632611926e-01
7.100000000000000000e+01,2.500000000000000000e-01,4.935352461513924371e-01,4.926882432756375940e-01
7.200000000000000000e+01,2.500000000000000000e-01,4.855489541751368820e-01,4.925985727583908069e-01
7.300000000000000000e+01,2.500000000000000000e-01,4.777886217857233997e-01,4.922886627087766365e-01
7.400000000000000000e+01,2.500000000000000000e-01,4.702496061067704125e-01,4.917692817586514775e-01
7.500000000000000000e+01,2.500000000000000000e-01,4.629272870530802830e-01,4.910508808238410183e-01
7.600000000000000000e+01,2.500000000000000000e-01,4.558170697247414527e-01,4.901436026624674813e-01
7.700000000000000000e+01,2.500000000000000000e-01,4.489143867746113181e-01,4.890572906710192735e-01
7.800000000000000000e+01,2.500000000000000000e-01,4.422147007637962646e-01,4.878014969561537684e-01
7.900000000000000000e+01,2.500000000000000000e-01,4.357135064736594177e-01,4.863854898143752936e-01
8.000000000000000000e+01,2.500000000000000000e-01,4.294063331945087714e-01,4.848182606313222176e-01
8.100000000000000000e+01,2.500000000000000000e-01,4.232887469673193293e-01,4.831085303012837007e-01
